colorIdentity,types,convertedManaCost,rarity,flavorText,sentiment,intensity
Green,Creature,4.0,rare,"""All we know about the Krosan Forest we have learned from those few who made it out alive.""",0.0,0.0
Red,Sorcery,3.0,uncommon,"""All will be reforged in the fires of glory.""",0.0,0.0
Black,Instant,2.0,common,"""All your steel won't protect you if your will is weak.""",-0.2924,0.2924
Black,Instant,2.0,common,"""Allow me a moment to catch your breath.""",0.2263,0.2263
Red,Creature,1.0,uncommon,"""Allow zealous flames to light your path and the glory you seek will be revealed.""",0.7096,0.7096
White,Creature,3.0,common,"""Although Icatia's Combat Medics borrowed much of their knowledge from other societies, their skills were their own.""",-0.34,0.34
Blue,Instant,1.0,common,"""Although armor and auras can be similar, the brains required to use them are worlds apart.""",0.0,0.0
Blue,Creature,2.0,common,"""Although my official log will state there is no evidence pointing to the existence of the Mistfolk, my certainty is lessened by the cursed consistency of the expedition's eyewitness accounts.""",-0.0516,0.0516
Black,Instant,6.0,common,"""Although nowhere on Kamigawa was safe during the war, the Takenuma Swamp was the most horrifying. The rotting bamboo itself rebelled against its mortal inhabitants, pulling them into unmarked graves.""",-0.7902,0.7902
Red,Creature,2.0,common,"""Although the Dwarves staunchly defended their walled city-states against the Orcs, their civilization was the first to fall, and its name was sadly lost.""",-0.4215,0.4215
Blue,Creature,5.0,uncommon,"""Always a welcome sight breaking through the clouds.""",0.4588,0.4588
Green,Creature,5.0,rare,"""Always carry two spears.""",0.0,0.0
Black,Instant,2.0,common,"""Always give your foes a choice when they have none.""",-0.4588,0.4588
Blue,Creature,4.0,uncommon,"""Amazing, isn't it, how scraps can come together to create such a wonder?""",0.2732,0.2732
Blue,Creature,3.0,common,"""Amazing, isn't it, what humans will throw away when they're drowning?""",0.0,0.0
Black,Sorcery,3.0,common,"""Ambition requires clarity. If you have any doubts, they must be abandoned.""",0.128,0.128
Green,Instant,2.0,common,"""An ancient court mage unified the houses into guilds to serve Zhalfir above their own interests. Even during the civil war, the guilds stood together, a testament to the wisdom of Teferi.""",0.4767,0.4767
Green,Creature,4.0,uncommon,"""An ancient, powerful force has overtaken the valley. I sympathize for its former inhabitants, but I rejoice for the land itself.""",0.6956,0.6956
White,Enchantment,3.0,rare,"""An angel appeared in the smoldering skies above the fray, her clothes as flames, her armor as fire.""",0.0,0.0
Blue,Creature,1.0,common,"""An appropriately detailed model is indistinguishable from reality, and much easier to control.""",0.4215,0.4215
Black,Creature,5.0,common,"""An army has filled the valley, but it's not like any army I've ever seen. There are no tents, no fires, no horses . . . just a sea of bodies, writhing and moaning, as if a pestilent village were sent to invade us.""",-0.8925,0.8925
Black,Creature,4.0,uncommon,"""An entire order of mages who draw their power from Ravnica's smog? Yet another indicator of our world's decay.""",-0.296,0.296
Black,Creature,2.0,common,"""An idiot cannot hear sense, even when a thousand people speak it.""",-0.5106,0.5106
Black,Enchantment,4.0,rare,"""An immense river of oblivion is sweeping us away into a nameless abyss.""",0.0,0.0
Blue,Creature,7.0,mythic,"""An imperfection in the perfect world? We can't allow that.""",0.465,0.465
Green,Creature,5.0,uncommon,"""An indrik's howl has destructive power much subtler than that of its crushing foot. The sound is mundane, but inaudible vibrations scatter and sunder magical contrivances.""",-0.5023,0.5023
Black,Sorcery,4.0,uncommon,"""An innocent man died because of my anger. That knowledge will haunt me for all eternity.""",-0.8225,0.8225
Green,Creature,3.0,uncommon,"""An unexpected ally.""",0.0,0.0
Black,Creature,6.0,uncommon,"""Ancient one, we have reached the promised shore. The Immortal Sun is near. Drink and awake.""",0.5994,0.5994
Green,Instant,4.0,uncommon,"""And Muzzio says my arguments have no teeth.""",-0.5994,0.5994
Black,Enchantment,5.0,uncommon,"""And a horror of outer darkness after, And dust returneth to dust again.""",-0.6908,0.6908
Green,Creature,2.0,uncommon,"""And all this time I thought we were tracking it.""",0.0,0.0
White,Enchantment,2.0,common,"""And darkness shall be cast from me For my soul resides in the Sun.""",-0.25,0.25
Green,Instant,2.0,common,"""And if you threaten me again, your shiny steel trousers will be sprouting daggerthorn vines.""",-0.3818,0.3818
Black,Sorcery,2.0,uncommon,"""And that's when it was discovered that boggarts have just half a brain.""",0.0,0.0
White,Creature,4.0,uncommon,"""And the flamingos said, 'Get out of our nest—we can't be seen with the likes of you!' So, the griffin ate them.""",0.4753,0.4753
Green,Enchantment,3.0,rare,"""And the ignorant shall fall to the squirrels.""",-0.2732,0.2732
Green,Creature,4.0,common,"""And the seraphs sob at vermin fangs In human gore imbued.""",-0.25,0.25
Green,Creature,5.0,common,"""And the unclean spirits went out, and entered the swine: and the herd ran violently . . . .""",-0.5859,0.5859
Green,Creature,5.0,common,"""And the unclean spirits went out, and entered the swine; and the herd ran violently . . . .""",-0.5859,0.5859
Green,Creature,5.0,common,"""And the unclean spirits went out, and entered the swine; and the herd ran violently . . .""",-0.5859,0.5859
Black,Enchantment,2.0,common,"""And then I realized we all have skeletons on the inside. Why wait until the bodies are dead to control them?""",-0.6486,0.6486
Black,Creature,4.0,common,"""And though she didn't get her honey, Auntie found something far more interesting.""",0.0,0.0
Green,Creature,3.0,uncommon,"""And through the drifts the snowy cliffs Did send a dismal sheen: Nor shapes of men nor beasts we ken— The ice was all between.""",-0.6124,0.6124
Red,Enchantment,1.0,common,"""And topples round the dreary west A looming bastion fringed with fire.""",-0.4404,0.4404
Blue,Sorcery,2.0,rare,"""And when this land is wasted, where will we go?""",-0.4939,0.4939
Blue,Creature,4.0,rare,"""And who will stop me? You?""",-0.3736,0.3736
Blue,Creature,4.0,common,"""Angels and inquisitors terrorize villages, but no one seems to notice the stirring out at sea.""",-0.6652,0.6652
Black,Creature,5.0,uncommon,"""Angels are simply extensions of truth upon the fabric of life—and there is far more dark than light.""",0.3182,0.3182
White,Creature,7.0,uncommon,"""Angels? My feelings remain unchanged.""",0.0,0.0
Red,Sorcery,2.0,common,"""Anger is fleeting; remorse is eternal.""",-0.7003,0.7003
Black,Instant,1.0,common,"""Another angry mob? When will they learn to leave me be?""",-0.594,0.594
Black,Instant,5.0,common,"""Another day. Another avenging angel. Another clump of feathers to toss in the trash.""",0.0,0.0
Red,Creature,3.0,common,"""Any day that I ride my horse up to my ankles in the remains of my enemies is a good day.""",-0.0772,0.0772
Black,Sorcery,1.0,rare,"""Any dream is a robust harvest. Still, I prefer the timeworn dreams, heavy with import, that haunt the obsessive mind.""",0.3612,0.3612
White,Creature,1.0,common,"""Any fool can pick up a sword and charge into battle. To emerge alive at the end, that is a gift that comes from leadership and experience.""",0.0,0.0
Black,Instant,3.0,uncommon,"""Any fool who would die for honor is better off dead.""",-0.1779,0.1779
Blue,Creature,3.0,common,"""Any good prospector must sift the gold from the sand.""",0.4404,0.4404
White,Creature,1.0,common,"""Any hotheaded cub can raise a sword in anger.""",0.0,0.0
Blue,Sorcery,5.0,mythic,"""Any oaf can conquer a kingdom. It takes true power to conquer time.""",0.4215,0.4215
Red,Instant,7.0,rare,"""Any scrap of compassion that still existed in my soul was permanently snuffed out when they cast me out into the flames.""",0.4588,0.4588
Blue,Creature,1.0,uncommon,"""Any ship that sails on these mean seas for long is bound to pick up a ghost or two.""",-0.3182,0.3182
Green,Sorcery,4.0,common,"""Any who drink of Freyalise's bounty drink the mead of rebirth.""",0.0,0.0
Red,Instant,6.0,uncommon,"""Anybody want some . . . toast?""",0.0772,0.0772
Black,Instant,1.0,common,"""Anyone can snap her fingers and yank a soul. I prefer to kill creatively.""",-0.6908,0.6908
Black,Creature,2.0,uncommon,"""Anything a falcon can do, a bat can do in pitch darkness.""",0.0,0.0
Blue,Sorcery,3.0,uncommon,"""Anything we can do to hurt the Phyrexian invaders is worth dying for.""",-0.3612,0.3612
Green,Creature,6.0,rare,"""Approach from behind. That way, if it does charge, at least you aren't in front of it.""",0.0,0.0
White,Creature,4.0,uncommon,"""Archers, ballistae—you can't even get near the island of Avenant.""",0.0,0.0
Green,Sorcery,3.0,common,"""Are the gods angry at our discontent with what they give us, or jealous that we made a thing they cannot?""",-0.743,0.743
Blue,Sorcery,3.0,common,"""Are you sure this is going to work?""",0.3182,0.3182
Blue,Instant,3.0,common,"""Are you sure you want to do that?""",0.3818,0.3818
Blue,Instant,4.0,rare,"""Are you thinking what I'm thinking?""",0.0,0.0
Red,Creature,4.0,common,"""Aren't there boggarts enough in Lorwyn? Couldn't it turn into a sheep? Or a sunflower?""",0.0,0.0
Green,Sorcery,3.0,uncommon,"""Argoth's doom rained from a clear sky. Yavimaya will not share that fate.""",-0.2472,0.2472
White,Creature,1.0,uncommon,"""Arise. You have been anointed by the light. Go forth and fight without fear, for you shall be victorious.""",0.0072,0.0072
White,Enchantment,3.0,common,"""Article 5.8.2. Ensure proper restraint of any and all arms, legs, claws, jaws, tails, tentacles, and tendrils as appropriate.""",0.3818,0.3818
Green,Enchantment,2.0,common,"""Artifice has always stood upon nature's shoulders. Let us watch nature take a turn.""",0.0,0.0
Blue,Creature,4.0,rare,"""Artifice sundered the world. It shall not again wreak such sorrow.""",0.0,0.0
Green,Sorcery,2.0,uncommon,"""As Argoth's last defenders fell to Urza's juggernauts, Titania said, 'Nature cannot be destroyed, only changed.'""",0.4456,0.4456
Red,Sorcery,10.0,mythic,"""As I desire, so it shall be.""",0.4019,0.4019
White,Creature,7.0,rare,"""As I died, I rejoiced. I would see my family again. But then I woke up back on the battlefield. Back in Kamigawa. Back in hell.""",-0.5719,0.5719
Red,Sorcery,4.0,common,"""As Zendikar has bled, so will Innistrad. As I have wept, so will Sorin.""",-0.4588,0.4588
Black,Creature,4.0,uncommon,"""As a child I saw something walking in the distance, far beyond the Hekma—shadow-dark, and taller than the gods. Even now, it passes through my dreams.""",0.0,0.0
Black,Creature,3.0,common,"""As a child, I slept with a cloth over my face, to hide from the spirits that might pull the air from my lungs.""",-0.1779,0.1779
Blue,Creature,7.0,rare,"""As a great whale dies, it flips onto its back. And so an island is born.""",0.6249,0.6249
Blue,Creature,3.0,common,"""As a kid, I dreamed of flying on those wild drakes. They inspired me to build wings of my own.""",0.4939,0.4939
Black,Sorcery,4.0,rare,"""As equal were their souls, so equal was their fate.""",0.0,0.0
Red,Creature,4.0,common,"""As far as I can tell, that frog dangling from the stick serves absolutely no purpose whatsoever.""",-0.3597,0.3597
White,Sorcery,4.0,rare,"""As flies to wanton boys, are we to the gods. They kill us for their sport.""",-0.6908,0.6908
Red,Creature,1.0,rare,"""As if his chest had been a mortar, he burst his hot heart's shell upon it.""",0.0,0.0
Red,Creature,5.0,common,"""As it charged our keep, I mistook it for a bear. After it tore through our ramparts and half the guard, I wished it had been a bear after all.""",-0.2023,0.2023
Green,Creature,5.0,common,"""As it moved, the wurm's spines gathered up bits of flowstone, which took the shapes of dead villagers' heads. Each head spoke a single sound, but if taken together, they said, 'Alas for the living.'""",-0.6486,0.6486
Blue,Enchantment,3.0,uncommon,"""As long as I pull the strings, you will dance.""",0.0,0.0
White,Creature,3.0,rare,"""As long as I stand, so will your cause.""",0.0,0.0
White,Enchantment,3.0,uncommon,"""As long as Rushwood glows, no life is ever truly lost.""",0.1779,0.1779
Blue,Creature,4.0,common,"""As long as each side thinks it can win, the balance holds, and the mage-rings stand.""",0.5859,0.5859
White,Enchantment,2.0,common,"""As long as my faith persists, so shall I.""",0.4215,0.4215
Green,Sorcery,2.0,rare,"""As long as there is a single shred of life, there is hope""",0.4404,0.4404
Green,Sorcery,2.0,uncommon,"""As long as there is a single shred of life, there is hope.""",0.0,0.0
White,Instant,2.0,common,"""As long as we can utter a prayer or lift a weapon, we have the power to fight back.""",-0.5859,0.5859
Red,Sorcery,3.0,rare,"""As long as we have the will to fight, we are never without weapons.""",-0.3818,0.3818
Red,Creature,3.0,common,"""As long as we have walked this world, we have known it as a harsh and unforgiving place.""",-0.4404,0.4404
White,Instant,2.0,rare,"""As long as your courage remains, your life will not falter.""",0.4939,0.4939
Black,Enchantment,3.0,uncommon,"""As more oni walked Kamigawa, more darkness infested its inhabitants' souls.""",-0.3167,0.3167
Blue,Creature,2.0,common,"""As much as I hate water, I do love fish . . . .""",0.128,0.128
White,Instant,1.0,common,"""As my father taught, 'Training will raise your shield to the blow, but courage fills the gaps the shield leaves open.'""",0.6486,0.6486
Green,Sorcery,3.0,rare,"""As my hands touched it, I realized that I had not found it—it had been leading me here.""",0.0,0.0
White,Creature,4.0,mythic,"""As my kha, he is the source of my inspiration. As my brother, he is the embodiment of my aspirations.""",0.5267,0.5267
Blue,Instant,2.0,common,"""As one, nature lifts its voice to tell you this: 'No.'""",0.0,0.0
Black,Enchantment,3.0,uncommon,"""As our numbers dwindle, the ranks of the dead grow ever stronger.""",-0.6486,0.6486
